None,0,0,426264,426224
AccumTypes,1,1,427516,427476
Accumulator,2,2,436700,436660
Action,3,3,509556,509516
Acttypes,4,4,568156,568116
Animate,5,5,577884,577844
AsciiMnu,6,6,2231744,2231704
AudioMd,7,7,2420424,2420384
AutoSend,8,8,2425672,2425632
Intervaltype,9,9,2429604,2429564
DayIncrt,10,10,2435972,2435932
LogTypes,11,11,2442340,2442300
LogFiles,12,12,2448708,2448668
LogLevel,13,13,2467992,2467952
ProcType,14,14,2483320,2483280
FuncTble,15,15,2490224,2490184
Connect,16,16,2523024,2522984
Protocol,17,17,2533936,2533896
Machine,18,18,2547248,2547208
Batches,19,19,2844516,2844476
BeaconMenu,20,0,2891648,2891608
BeaconInfo,21,20,2894548,2894508
BeaconPattern,22,21,3089136,3089096
BeaconTrigger,23,22,3108104,3108064
BuildBoss,24,23,3489564,3489524
BuildCfg,25,24,3535084,3535044
BuildFmt,26,25,3591860,3591820
BuildParseSub,27,0,3629892,3629852
BuildTest,28,26,3633204,3633164
CState,29,27,3651472,3651432
CTRLDT,30,28,3656476,3656436
ChainOiler,31,29,3670512,3670472
ChartMenu,32,30,3683844,3683804
ChartType,33,31,3707340,3707300
CircMenu,34,32,3713708,3713668
Colors,35,33,3724364,3724324
ColorsGUI,36,34,3790632,3790592
Colorset,37,35,3853852,3853812
ColumnScheme,38,36,3864188,3864148
CombBoss,39,37,3895292,3895252
CombLane,40,38,3905412,3905372
Combos,41,39,3927060,3927020
Configio,42,40,3950740,3950700
Confirm,43,0,4078628,4078588
Convclr,44,41,4080704,4080664
Conveyor,45,42,4091040,4091000
Convpath,46,43,16429620,16429580
Counters,47,44,16465484,16465444
DataSets,48,45,16480972,16480932
DataUtil,49,0,16490556,16490516
Dayweek,50,46,16492220,16492180
DbHistConfig,51,47,16497916,16497876
DbHistData,52,48,17470432,17470392
EmEventTypes,53,49,17503896,17503856
EStop,54,50,17541624,17541584
Encoders,55,51,17604744,17604704
EnergyMenu,56,0,17627996,17627956
EnergyTrigger,57,52,17630896,17630856
EnergyZone,58,53,17662800,17662760
Error_Log,59,54,17683948,17683908
ErrorAnalysis,60,55,17706832,17706792
ErrorCustom1,61,56,17727296,17727256
ErrorCustom2,62,57,17749860,17749820
ErrorStatus,63,58,17772424,17772384
ErrorStatusLog,64,59,19774972,19774932
Errors,65,60,22269212,22269172
Errsever,66,61,23065144,23065104
Errsugt,67,62,23076660,23076620
wcsSeverity,68,63,23103188,23103148
wcsAlarm,69,64,23109556,23109516
EventLog,70,65,23118164,23118124
EventTypes,71,66,23142356,23142316
FAILSAFE,72,67,23151540,23151500
FORTNADT,73,68,23157080,23157040
FastIO,74,69,23350092,23350052
Fcommand,75,70,23359676,23359636
Formats,76,71,23371164,23371124
Fulljam,77,72,23377532,23377492
Fullline,78,73,23450180,23450140
GUIDT,79,74,23554524,23554484
GapCfg,80,75,23568560,23568520
Gobackm,81,76,23582928,23582888
GpxBelt,82,77,23588068,23588028
GraphMenu,83,78,23608964,23608924
Groups,84,79,23618724,23618684
HSPusher,85,80,23673980,23673940
HistBoss,86,81,23687320,23687280
HistConfig,87,82,23696432,23696392
HistData,88,83,23992000,23991960
HistNumDays,89,84,25215008,25214968
HistType,90,85,25221376,25221336
Hlpmenu,91,86,25227744,25227704
HouseKeep,92,87,25299072,25299032
interfac,93,88,25407208,25407168
IOCard,94,89,25416264,25416224
IOCardModConfig,95,90,25534720,25534680
IOCardResp,96,91,25560392,25560352
IOCardStatus,97,92,25577640,25577600
IORangeColor,98,93,25663432,25663392
IOSearch,99,94,25673768,25673728
Inducts,100,95,25684104,25684064
Inpoints,101,96,25698972,25698932
Jamcheck,102,97,25723372,25723332
Jamzones,103,98,25907784,25907744
KTX_CONTROL,104,99,25945064,25945024
KTX_FLAGS,105,100,25954816,25954776
KTX_Machine,106,101,25965140,25965100
KTX_OUTPORT,107,102,25974900,25974860
KTX_RAM,108,103,25979200,25979160
KTX_RIO_ADAPTERS,109,104,25998740,25998700
KTX_RIO_SCANLIST,110,105,26076192,26076152
KTX_RIO_STATUS,111,106,26095408,26095368
KTX_TNS,112,107,26101700,26101660
KTX_TYPES,113,108,26117928,26117888
KeyDefine,114,109,26124296,26124256
KeyStrokes,115,110,26178408,26178368
KeyTypes,116,111,26184532,26184492
LaneType,117,112,26190900,26190860
Layerset,118,113,26197268,26197228
Layerson,119,114,26205876,26205836
LiftGatesCtrl,120,115,26219800,26219760
LineType,121,116,26240000,26239960
LogCtrl,122,117,26246368,26246328
